,Name,Title,Cusip,Ticker,Category,Value,Pct
67,Beacon Roofing Supply Inc,BEACON ROOFING SUPPLY INC,073685109,None,CORP EC,53133044,0.5
68,Apple Hospitality REIT Inc,APPLE HOSPITALITY REIT INC,03784Y200,None,CORP EC,53126780,0.5
69,Post Holdings Inc,POST HOLDINGS INC,737446104,None,CORP EC,53037216,0.5
70,Group 1 Automotive Inc,GROUP 1 AUTOMOTIVE INC,398905109,None,CORP EC,51812958,0.5
71,Ensign Group Inc/The,ENSIGN GROUP INC/THE,29358P101,None,CORP EC,51752956,0.5
72,Banc of California Inc,BANC OF CALIFORNIA INC,05990K106,None,CORP EC,51333848,0.5
73,Macerich Co/The,MACERICH CO/THE,554382101,None,CORP EC,50397421,0.5
74,BankUnited Inc,BANKUNITED INC,06652K103,None,CORP EC,50367987,0.5
75,Allegiant Travel Co,ALLEGIANT TRAVEL CO,01748X102,None,CORP EC,49228619,0.5
76,MGE Energy Inc,MGE ENERGY INC,55277P104,None,CORP EC,47801398,0.5
77,Select Medical Holdings Corp,SELECT MEDICAL HOLDINGS CORP,81619Q105,None,CORP EC,47728596,0.5
78,FTI Consulting Inc,FTI CONSULTING INC,302941109,None,CORP EC,46929869,0.4
79,Dorman Products Inc,DORMAN PRODUCTS INC,258278100,None,CORP EC,46491479,0.4
80,Littelfuse Inc,LITTELFUSE INC,537008104,None,CORP EC,45868094,0.4
81,Endava PLC,ENDAVA PLC,29260V105,None,CORP EC,45719300,0.4
82,Safehold Inc,Safehold Inc,78646V107,None,CORP EC,45705198,0.4
83,Meritage Homes Corp,MERITAGE HOMES CORP,59001A102,None,CORP EC,45596555,0.4
84,Herc Holdings Inc,HERC HOLDINGS INC,42704L104,None,CORP EC,45362521,0.4
85,Liberty Media Corp-Liberty Live,LIBERTY MEDIA CORP-LIBERTY LIVE,531229722,None,CORP EC,45272355,0.4
86,N/A,KOBOLD METALS SER B-1 CVT PFD STOCK PP,000000000,None,CORP EP,44374788,0.4
87,PennyMac Mortgage Investment Trust,PENNYMAC MORTGAGE INVESTMENT TRUST,70931T103,None,CORP EC,43362025,0.4
88,Brady Corp,BRADY CORP,104674106,None,CORP EC,41996649,0.4
89,Pacific Premier Bancorp Inc,PACIFIC PREMIER BANCORP INC,69478X105,None,CORP EC,41957954,0.4
90,PAR Technology Corp,PAR TECHNOLOGY CORP,698884103,None,CORP EC,41882192,0.4
91,California Water Service Group,CALIFORNIA WATER SERVICE GROUP,130788102,None,CORP EC,41110684,0.4
92,Marriott Vacations Worldwide Corp,MARRIOTT VACATIONS WORLDWIDE CORP,57164Y107,None,CORP EC,40807006,0.4
93,Leonardo DRS Inc,LEONARDO DRS INC,52661A108,None,CORP EC,39966081,0.4
94,Monro Inc,MONRO INC,610236101,None,CORP EC,39246918,0.4
95,Zurn Elkay Water Solutions Corp,ZURN ELKAY WATER SOLUTIONS CORP,98983L108,None,CORP EC,38976523,0.4
96,FirstService Corp,FIRSTSERVICE CORP,33767E202,None,CORP EC,38800551,0.4
97,Papa John s International Inc,PAPA JOHN'S INTERNATIONAL INC,698813102,None,CORP EC,38646911,0.4
98,Nomad Foods Ltd,NOMAD FOODS LTD,000000000,None,CORP EC,38610612,0.4
99,Figs Inc,FIGS INC,30260D103,None,CORP EC,38366542,0.4
100,Casella Waste Systems Inc,CASELLA WASTE SYSTEMS INC,147448104,None,CORP EC,38057423,0.4
101,Victoria s Secret & Co,VICTORIA'S SECRET & CO,926400102,None,CORP EC,38020743,0.4
102,Workiva Inc,WORKIVA INC,98139A105,None,CORP EC,37534300,0.4
103,Rush Enterprises Inc,RUSH ENTERPRISES INC,781846209,None,CORP EC,37460197,0.4
104,John Bean Technologies Corp,JBT MAREL CORP,477839104,None,CORP EC,37410995,0.4
105,Immunocore Holdings PLC,IMMUNOCORE HOLDINGS PLC,45258D105,None,CORP EC,37118257,0.4
106,ProAssurance Corp,PROASSURANCE CORP,74267C106,None,CORP EC,37047055,0.4
107,Lantheus Holdings Inc,LANTHEUS HOLDINGS INC,516544103,None,CORP EC,36949216,0.4
108,Elanco Animal Health Inc,ELANCO ANIMAL HEALTH INC,28414H103,None,CORP EC,36852413,0.4
109,Expro Group Holdings NV,EXPRO GROUP HOLDINGS NV,000000000,None,CORP EC,36661002,0.3
110,Asbury Automotive Group Inc,ASBURY AUTOMOTIVE GROUP INC,043436104,None,CORP EC,36269068,0.3
111,Doximity Inc,DOXIMITY INC,26622P107,None,CORP EC,35797194,0.3
112,Paycor HCM Inc,PAYCOR HCM INC,70435P102,None,CORP EC,35284838,0.3
113,Warrior Met Coal Inc,WARRIOR MET COAL INC,93627C101,None,CORP EC,35048369,0.3
114,Crane Co,CRANE CO,224408104,None,CORP EC,34628440,0.3
115,Cathay General Bancorp,CATHAY GENERAL BANCORP,149150104,None,CORP EC,33456452,0.3
116,VSE Corp,VSE CORP,918284100,None,CORP EC,33312294,0.3
117,Champion Homes Inc,CHAMPION HOMES INC,830830105,None,CORP EC,32890461,0.3
118,Lattice Semiconductor Corp,LATTICE SEMICONDUCTOR CORP,518415104,None,CORP EC,32771232,0.3
119,Goosehead Insurance Inc,GOOSEHEAD INSURANCE INC,38267D109,None,CORP EC,31960674,0.3
120,UL Solutions Inc,UL SOLUTIONS INC,903731107,None,CORP EC,31679237,0.3
121,Arcosa Inc,ARCOSA INC,039653100,None,CORP EC,31670935,0.3
122,Steven Madden Ltd,STEVEN MADDEN LTD,556269108,None,CORP EC,31247395,0.3
123,Gulfport Energy Corp,GULFPORT ENERGY CORP,402635502,None,CORP EC,31122248,0.3
124,Cadence Bank,CADENCE BANK,12740C103,None,CORP EC,31052059,0.3
125,Hawaiian Electric Industries Inc,HAWAIIAN ELECTRIC INDUSTRIES INC,419870100,None,CORP EC,31012205,0.3
126,Quaker Chemical Corp,QUAKER CHEMICAL CORP,747316107,None,CORP EC,30935670,0.3
127,Upwork Inc,UPWORK INC,91688F104,None,CORP EC,30651263,0.3
128,Dutch Bros Inc,DUTCH BROS INC,26701L100,None,CORP EC,30454413,0.3
129,Curbline Properties Corp,CURBLINE PROPERTIES CORP,23128Q101,None,CORP EC,30183492,0.3
130,Oscar Health Inc,OSCAR HEALTH INC,687793109,None,CORP EC,30095412,0.3
131,Enpro Inc,ENPRO INC,29355X107,None,CORP EC,29897656,0.3
132,American Assets Trust Inc,AMERICAN ASSETS TRUST INC,024013104,None,CORP EC,29585199,0.3
133,Intapp Inc,INTAPP INC,45827U109,None,CORP EC,29186394,0.3
134,Matson Inc,MATSON INC,57686G105,None,CORP EC,29135823,0.3
135,StepStone Group Inc,STEPSTONE GROUP INC,85914M107,None,CORP EC,28926109,0.3
136,MSA Safety Inc,MSA SAFETY INC,553498106,None,CORP EC,28580240,0.3
137,Hamilton Lane Inc,HAMILTON LANE INC,407497106,None,CORP EC,28258155,0.3
138,Urban Outfitters Inc,URBAN OUTFITTERS INC,917047102,None,CORP EC,28123695,0.3
139,HB Fuller Co,HB FULLER CO,359694106,None,CORP EC,27992324,0.3
140,Thermon Group Holdings Inc,THERMON GROUP HOLDINGS INC,88362T103,None,CORP EC,27886761,0.3
141,Avanos Medical Inc,AVANOS MEDICAL INC,05350V106,None,CORP EC,27730905,0.3
142,Saul Centers Inc,SAUL CENTERS INC,804395101,None,CORP EC,27537291,0.3
143,Wyndham Hotels & Resorts Inc,WYNDHAM HOTELS & RESORTS INC,98311A105,None,CORP EC,27326991,0.3
144,FS Bancorp Inc,FS BANCORP INC,30263Y104,None,CORP EC,26914666,0.3
145,nCino Inc,NCINO INC,63947X101,None,CORP EC,26332731,0.3
146,TreeHouse Foods Inc,TREEHOUSE FOODS INC,89469A104,None,CORP EC,26316305,0.3
147,Allegro MicroSystems Inc,ALLEGRO MICROSYSTEMS INC,01749D105,None,CORP EC,25865102,0.2
148,Synovus Financial Corp,SYNOVUS FINANCIAL CORP,87161C501,None,CORP EC,25396760,0.2
149,ESCO Technologies Inc,ESCO TECHNOLOGIES INC,296315104,None,CORP EC,25349730,0.2
150,Valmont Industries Inc,VALMONT INDUSTRIES INC,920253101,None,CORP EC,25256421,0.2
151,Parsons Corp,PARSONS CORP,70202L102,None,CORP EC,25178715,0.2
152,Primerica Inc,PRIMERICA INC,74164M108,None,CORP EC,25142992,0.2
153,Madison Square Garden Sports Corp,MADISON SQUARE GARDEN SPORTS CORP,55825T103,None,CORP EC,25068083,0.2
154,John Marshall Bancorp Inc,JOHN MARSHALL BANCORP INC,47805L101,None,CORP EC,24902513,0.2
155,Capstone Copper Corp,CAPSTONE COPPER CORP,000000000,None,CORP EC,24354339,0.2
156,Colliers International Group Inc,COLLIERS INTERNATIONAL GROUP INC,194693107,None,CORP EC,24313476,0.2
157,Tetra Tech Inc,TETRA TECH INC,88162G103,None,CORP EC,23700856,0.2
158,AST SpaceMobile Inc,AST SPACEMOBILE INC,00217D100,None,CORP EC,22848008,0.2
159,Middlesex Water Co,MIDDLESEX WATER CO,596680108,None,CORP EC,22508377,0.2
160,PRA Group Inc,PRA GROUP INC,69354N106,None,CORP EC,22420798,0.2
161,BrightView Holdings Inc,BRIGHTVIEW HOLDINGS INC,10948C107,None,CORP EC,22214379,0.2
162,Shyft Group Inc/The,SHYFT GROUP INC/THE,825698103,None,CORP EC,21953178,0.2
163,N/A,NATIONAL RESILIENCE SER B CVT PFD STOCK,000000000,None,CORP EP,21951870,0.2
164,Liberty Energy Inc,LIBERTY ENERGY INC,53115L104,None,CORP EC,21768252,0.2
165,Air Lease Corp,AIR LEASE CORP,00912X302,None,CORP EC,21075435,0.2
166,Origin Bancorp Inc,ORIGIN BANCORP INC,68621T102,None,CORP EC,21041710,0.2
167,Aurora Innovation Inc,AURORA INNOVATION INC,051774107,None,CORP EC,20863521,0.2
168,Hanover Insurance Group Inc/The,HANOVER INSURANCE GROUP INC/THE,410867105,None,CORP EC,20750114,0.2
169,HarborOne Bancorp Inc,HARBORONE BANCORP INC,41165Y100,None,CORP EC,20455501,0.2
170,Immatics NV,IMMATICS NV,N44445109,None,CORP EC,20365713,0.2
171,OTC Markets Group Inc,OTC MARKETS GROUP INC,67106F108,None,CORP EC,20340376,0.2
172,Visteon Corp,VISTEON CORP,92839U206,None,CORP EC,20305258,0.2
173,StoneX Group Inc,STONEX GROUP INC,861896108,None,CORP EC,20268230,0.2
174,Ponce Financial Group Inc,PONCE FINANCIAL GROUP INC,732344106,None,CORP EC,20035756,0.2
175,PBF Energy Inc,PBF ENERGY INC,69318G106,None,CORP EC,19987610,0.2
176,Alignment Healthcare Inc,ALIGNMENT HEALTHCARE INC,01625V104,None,CORP EC,19870639,0.2
177,Abercrombie & Fitch Co,ABERCROMBIE & FITCH CO,002896207,None,CORP EC,19765315,0.2
178,N/A,TONIAN HOLDINGS VOTING CVT PFD UNITS,000000000,None,CORP EP,19565358,0.2
179,WillScot Holdings Corp,WILLSCOT HOLDINGS CORP,971378104,None,CORP EC,18976887,0.2
180,Advantage Energy Ltd,ADVANTAGE ENERGY LTD,000000000,None,CORP EC,18891443,0.2
181,Ionis Pharmaceuticals Inc,IONIS PHARMACEUTICALS INC,462222100,None,CORP EC,18889133,0.2
182,Southern First Bancshares Inc,SOUTHERN FIRST BANCSHARES INC,842873101,None,CORP EC,18802267,0.2
183,ChampionX Corp,CHAMPIONX CORP,15872M104,None,CORP EC,18673168,0.2
184,Sotera Health Co,SOTERA HEALTH CO,83601L102,None,CORP EC,18570039,0.2
185,White Mountains Insurance Group Ltd,WHITE MOUNTAINS INSURANCE GROUP LTD,000000000,None,CORP EC,18192146,0.2
186,Simply Good Foods Co/The,SIMPLY GOOD FOODS CO/THE,82900L102,None,CORP EC,18050664,0.2
187,Modine Manufacturing Co,MODINE MANUFACTURING CO,607828100,None,CORP EC,17977497,0.2
188,Marqeta Inc,MARQETA INC,57142B104,None,CORP EC,17821247,0.2
189,Baldwin Insurance Group Inc/The,BALDWIN INSURANCE GROUP INC/THE,05589G102,None,CORP EC,17678630,0.2
190,LCI Industries,LCI INDS COM,50189K103,None,CORP EC,17567202,0.2
191,AZZ Inc,AZZ INC,002474104,None,CORP EC,17378836,0.2
192,Sun Country Airlines Holdings Inc,SUN COUNTRY AIRLINES HOLDINGS INC,866683105,None,CORP EC,17127884,0.2
193,Artesian Resources Corp,ARTESIAN RESOURCES CORP,043113208,None,CORP EC,16955055,0.2
194,Ollie s Bargain Outlet Holdings Inc,OLLIE'S BARGAIN OUTLET HOLDINGS INC,681116109,None,CORP EC,16854747,0.2
195,Opendoor Technologies Inc,OPENDOOR TECHNOLOGIES INC,683712103,None,CORP EC,16512358,0.2
196,Under Armour Inc,UNDER ARMOUR INC,904311107,None,CORP EC,16361669,0.2
197,Braze Inc,BRAZE INC,10576N102,None,CORP EC,16231432,0.2
198,Advantage Solutions Inc,ADVANTAGE SOLUTIONS INC,00791N102,None,CORP EC,16208362,0.2
199,Flagstar Financial Inc,FLAGSTAR FINANCIAL INC,649445400,None,CORP EC,16081188,0.2
200,Apartment Investment and Management Co,APARTMENT INVESTMENT AND MANAGEMENT CO,03748R747,None,CORP EC,15929034,0.2
201,Alarm.com Holdings Inc,ALARM.COM HOLDINGS INC,011642105,None,CORP EC,15734918,0.1
202,RH,RH,74967X103,None,CORP EC,15695582,0.1
203,Knife River Corp,KNIFE RIVER CORP,498894104,None,CORP EC,15666078,0.1
204,Helios Technologies Inc,HELIOS TECHNOLOGIES INC,42328H109,None,CORP EC,15663105,0.1
205,Boot Barn Holdings Inc,BOOT BARN HOLDINGS INC,099406100,None,CORP EC,15490802,0.1
206,Savers Value Village Inc,SAVERS VALUE VILLAGE INC,80517M109,None,CORP EC,15293472,0.1
207,BWX Technologies Inc,BWX TECHNOLOGIES INC,05605H100,None,CORP EC,15043108,0.1
208,N/A,APITURE INC PP,TC6M2MKQ0,None,CORP EC,14981700,0.1
209,SPX Technologies Inc,SPX TECHNOLOGIES INC,78473E103,None,CORP EC,14810735,0.1
210,MYR Group Inc,MYR GROUP INC,55405W104,None,CORP EC,14551491,0.1
211,Utz Brands Inc,UTZ BRANDS INC,918090101,None,CORP EC,14513688,0.1
212,N/A,NATIONAL RESILIENCE SER C CVT PFD STOCK,000000000,None,CORP EP,14268288,0.1
213,St Joe Co/The,ST JOE CO/THE,790148100,None,CORP EC,14192129,0.1
214,RLI Corp,RLI CORP,749607107,None,CORP EC,13906048,0.1
215,Selective Insurance Group Inc,SELECTIVE INSURANCE GROUP INC,816300107,None,CORP EC,13830766,0.1
216,Neumora Therapeutics Inc,NEUMORA THERAPEUTICS INC,640979100,None,CORP EC,13737589,0.1
217,Taylor Morrison Home Corp,TAYLOR MORRISON HOME CORP,87724P106,None,CORP EC,13613777,0.1
218,Douglas Dynamics Inc,DOUGLAS DYNAMICS INC,25960R105,None,CORP EC,13612298,0.1
219,Cabot Corp,CABOT CORP,127055101,None,CORP EC,13546112,0.1
220,Pool Corp,POOL CORP,73278L105,None,CORP EC,13450424,0.1
221,Solaris Energy Infrastructure Inc,SOLARIS ENERGY INFRASTRUCTURE INC,83418M103,None,CORP EC,13445469,0.1
222,Phreesia Inc,PHREESIA INC,71944F106,None,CORP EC,13405927,0.1
223,CrossFirst Bankshares Inc,CROSSFIRST BANKSHARES INC,22766M109,None,CORP EC,13286838,0.1
224,N/A,ZENPAYROLL INC CVT PFD SER C PP,000000000,None,CORP EP,13234109,0.1
225,Root Inc/OH,ROOT INC/OH,77664L207,None,CORP EC,12987948,0.1
226,Innovage Holding Corp,INNOVAGE HOLDING CORP,45784A104,None,CORP EC,12788287,0.1
227,West Fraser Timber Co Ltd,WEST FRASER TIMBER CO LTD,000000000,None,CORP EC,12586529,0.1
228,VF Corp,VF CORP,918204108,None,CORP EC,12507296,0.1
229,Xenon Pharmaceuticals Inc,XENON PHARMACEUTICALS INC,98420N105,None,CORP EC,12463797,0.1
230,Neogen Corp,NEOGEN CORP,640491106,None,CORP EC,12316698,0.1
231,Columbia Financial Inc,COLUMBIA FINANCIAL INC,197641103,None,CORP EC,12076864,0.1
232,James River Group Holdings Ltd,JAMES RIVER GROUP HOLDINGS LTD,000000000,None,CORP EC,11941274,0.1
233,N/A,CLEERLY SER C CVT PFD STK PP,TC1A1CZJ4,None,CORP EP,11916259,0.1
234,Orion SA,ORION SA,L72967109,None,CORP EC,11901665,0.1
235,Kontoor Brands Inc,KONTOOR BRANDS INC,50050N103,None,CORP EC,11803235,0.1
236,Flywire Corp,FLYWIRE CORP,302492103,None,CORP EC,11513528,0.1
237,N/A,COALITION SER E CVT PFD STOCK PP,TC8G0GXC3,None,CORP EP,11409288,0.1
238,N/A,ENERGY RESERVOIR HLDG LLC TAX BLOCKER PP,000000000,None,CORP EC,11272252,0.1
239,Onto Innovation Inc,ONTO INNOVATION INC,683344105,None,CORP EC,11269225,0.1
240,Ascendis Pharma A/S,ASCENDIS PHARMA A/S,04351P101,None,CORP EC,11266362,0.1
241,N/A,TONIAN HOLDINGS NON-VOTING CVT PFD,000000000,None,CORP EP,11090552,0.1
242,Empire State Realty Trust Inc,EMPIRE STATE REALTY TRUST INC,292104106,None,CORP EC,11086177,0.1
243,Grand Canyon Education Inc,GRAND CANYON EDUCATION INC,38526M106,None,CORP EC,11083363,0.1
244,Ryman Hospitality Properties Inc,RYMAN HOSPITALITY PROPERTIES INC,78377T107,None,CORP EC,11034268,0.1
245,Centessa Pharmaceuticals PLC,CENTESSA PHARMACEUTICALS PLC,152309100,None,CORP EC,11007581,0.1
246,Chewy Inc,CHEWY INC,16679L109,None,CORP EC,10966903,0.1
247,First American Financial Corp,FIRST AMERICAN FINANCIAL CORP,31847R102,None,CORP EC,10923566,0.1
248,Conduent Inc,CONDUENT INC,206787103,None,CORP EC,10908372,0.1
249,Hillman Solutions Corp,HILLMAN SOLUTIONS CORP,431636109,None,CORP EC,10880418,0.1
250,Farmers Business Network Inc,FARMERS BUSINESS NET CB CVT PROM NOTE P,TC8DHU7V8,None,CORP DBT,10691000,0.1
251,First Advantage Corp,FIRST ADVANTAGE CORP,31846B108,None,CORP EC,10609496,0.1
252,Hudbay Minerals Inc,HUDBAY MINERALS INC,443628102,None,CORP EC,10535071,0.1
253,Erasca Inc,ERASCA INC,29479A108,None,CORP EC,10519789,0.1
254,N/A,GUSTO INC PP,TC6CSL955,None,CORP EC,10401384,0.1
255,Alamo Group Inc,ALAMO GROUP INC,011311107,None,CORP EC,10288631,0.1
256,Vontier Corp,VONTIER CORP,928881101,None,CORP EC,10281951,0.1
257,N/A,ZENPAYROLL (GUSTO) SER D,000000000,None,CORP EP,10091749,0.1
258,Pennant Group Inc/The,PENNANT GROUP INC/THE,70805E109,None,CORP EC,10047659,0.1
259,N/A,BOMBAS LLC COMMON UNITS PP,TC1P1DB97,None,CORP EC,9977373,0.1
260,SecurityScorecard Inc,SECURITYSCORECARD SER E CVT PFD STOCK PP,TC1O63I58,None,CORP EP,9916838,0.1
261,N/A,STASH FINANCIAL CB CVT PROM NOTE PP,TC323TJN0,None,CORP DBT,9902900,0.1
262,Grid Dynamics Holdings Inc,GRID DYNAMICS HOLDINGS INC,39813G109,None,CORP EC,9754242,0.1
263,ASGN Inc,ASGN INC,00191U102,None,CORP EC,9578933,0.1
264,Nurix Therapeutics Inc,NURIX THERAPEUTICS INC,67080M103,None,CORP EC,9560904,0.1
265,Farmers Business Network Inc,FARMERS BUSINESS NETWORK WTS 9/33 PP,000000000,None,CORP EC,9087350,0.1
266,Custom Truck One Source Inc,CUSTOM TRUCK ONE SOURCE INC,23204X103,None,CORP EC,8987697,0.1
267,Third Harmonic Bio Inc,THIRD HARMONIC BIO INC,88427A107,None,CORP EC,8984539,0.1
268,N/A,IQHQ INC,000000000,None,CORP EC,8940082,0.1
269,ACELYRIN Inc,ACELYRIN INC,00445A100,None,CORP EC,8912052,0.1
270,Loar Holdings Inc,LOAR HOLDINGS INC,53947R105,None,CORP EC,8818941,0.1
271,Entegris Inc,ENTEGRIS INC,29362U104,None,CORP EC,8749177,0.1
272,PureCycle Technologies Inc,PURECYCLE TECHNOLOGIES INC,74623V103,None,CORP EC,8702711,0.1
273,DENTSPLY SIRONA Inc,DENTSPLY SIRONA INC,24906P109,None,CORP EC,8604393,0.1
274,Blue Foundry Bancorp,BLUE FOUNDRY BANCORP,09549B104,None,CORP EC,8602301,0.1
275,McGrath RentCorp,MCGRATH RENTCORP,580589109,None,CORP EC,8425078,0.1
276,Arrowhead Pharmaceuticals Inc,ARROWHEAD PHARMACEUTICALS INC,04280A100,None,CORP EC,8138501,0.1
277,Privia Health Group Inc,PRIVIA HEALTH GROUP INC,74276R102,None,CORP EC,7841857,0.1
278,Sound Bank,DOGWOOD STATE BANK PP,000000000,None,CORP EC,7657775,0.1
279,Enfusion Inc,ENFUSION INC,292812104,None,CORP EC,7610114,0.1
280,Iovance Biotherapeutics Inc,IOVANCE BIOTHERAPEUTICS INC,462260100,None,CORP EC,7518370,0.1
281,Immunome Inc,IMMUNOME INC,45257U108,None,CORP EC,7489022,0.1
