,Name,Title,Cusip,Ticker,Category,Value,Pct
156,Astera Labs Inc,ASTERA LABS INC,04626A103,None,CORP EC,8853090,0.0
157,N/A,ZENPAYROLL INC SER B CVT PFD PP,TC8L3W0Z9,None,CORP EP,8638773,0.0
158,EyePoint Pharmaceuticals Inc,EYEPOINT PHARMACEUTICALS INC,30233G209,None,CORP EC,8564945,0.0
159,Immatics NV,IMMATICS NV,N44445109,None,CORP EC,8551453,0.0
160,Scholar Rock Holding Corp,SCHOLAR ROCK WTS 12.25 PP,TC2K72CM5,None,CORP EC,8218463,0.0
161,N/A,EIKON THERA SERIES B CVT PFD STOCK PP,000000000,None,CORP EP,7858236,0.0
162,N/A,KARDIUM INC SER D-5 CVT PFD STOCK PP,000000000,None,CORP EP,7777177,0.0
163,N/A,EVOLVE VACA RENT NET CVT PF,000000000,None,CORP EP,7332688,0.0
164,AnaptysBio Inc,ANAPTYSBIO INC,032724106,None,CORP EC,7319204,0.0
165,N/A,COLOR HEALTH SERIES D-1 CVT PFD STOCK PP,TC3KSMZE0,None,CORP EP,7202261,0.0
166,N/A,EVOLVE VACA RENT NET CVT 0 1/24 4 PP,000000000,TC59CX3I,CORP EP,7061204,0.0
167,Keros Therapeutics Inc,KEROS THERAPEUTICS INC,492327101,None,CORP EC,6859503,0.0
168,CG oncology Inc,CG ONCOLOGY INC,156944100,None,CORP EC,6624449,0.0
169,N/A,RING THERA SER B CVT PFD STOCK PP,TC7JBYSO7,None,CORP EP,6543454,0.0
170,Geron Corp,GERON CORP,374163103,None,CORP EC,6057995,0.0
171,N/A,GENESIS THERA SER A CVT PFD STOCK PP,TC08XH789,None,CORP EP,6007523,0.0
172,Terns Pharmaceuticals Inc,TERNS PHARMACEUTICALS INC,880881107,None,CORP EC,5771084,0.0
173,Relay Therapeutics Inc,RELAY THERAPEUTICS INC,75943R102,None,CORP EC,5697709,0.0
174,Generation Bio Co,GENERATION BIO CO,37148K100,None,CORP EC,5657442,0.0
175,Autolus Therapeutics PLC,AUTOLUS THERAPEUTICS PLC,05280R100,None,CORP EC,5326287,0.0
176,N/A,COLOR HEALTH SER D CVT PFD STOCK PP,TC1HL9RU8,None,CORP EP,5173781,0.0
177,N/A,DTX CO DBA FLOWCODE A-1 CVT PFD STK PP,TC8JTQ4I3,None,CORP EP,4323804,0.0
178,N/A,EVOLVE VACA RENT NET CVT PFD SR 7 PP,000000000,TC2E5IH7,CORP EP,4263251,0.0
179,N/A,HAUL HUB SER B CVT PFD STOCK PP,TC4OO9IF0,None,CORP EP,3986632,0.0
180,N/A,INSCRIPTA SERIES E CVT PFD STOCK PP,000000000,None,CORP EP,3890866,0.0
181,N/A,GENESIS THERA SEV B CVT PFD STOCK PP,000000000,None,CORP EP,3850002,0.0
182,N/A,TANIUM CLASS B COMMON STOCK,TC6AHZMP1,None,CORP EC,3458755,0.0
183,N/A,FLEXE SERIES D CVT PFD STOCK PP,TC3VQOQZ7,None,CORP EP,3439149,0.0
184,Prime Medicine Inc,PRIME MEDICINE INC,74168J101,None,CORP EC,3341517,0.0
185,N/A,THEMIS SOL (CLIO) SR AA CVT PFD STOCK PP,000000000,None,CORP EP,3199064,0.0
186,Zenas Biopharma Inc,ZENAS BIOPHARMA INC,98937L105,None,CORP EC,2963920,0.0
187,FARMERS BUSINESS NETWORK INC,Farmers Business Network Inc PP,TC7HUI213,TC7HUI21,CORP EC,2805817,0.0
188,N/A,TRUMID HLDGS SR L CVT PFD TAX BLOCKER PP,TC7ISN1K2,None,CORP EP,2316858,0.0
189,N/A,OFFERUP INC CVT SER C PP,000000000,TC8KBK0J,CORP EP,1893731,0.0
190,N/A,COLOR HEALTH SERIES E CVT PFD STOCK PP,TC4SC4HB5,None,CORP EP,1747488,0.0
191,N/A,EIKON THERAPEUTICS SER C CVT PFD STK PP,TC0ZK0Q06,None,CORP EP,1527478,0.0
192,N/A,SOCURE SERIES E CVT PFD STOCK PP,TC9LW24E5,None,CORP EP,1319631,0.0
193,N/A,HAUL HUB SERIES C CVT PFD STOCK PP,TC65RM9G5,None,CORP EP,1291343,0.0
194,N/A,OFFERUP INC CVT SER A-2 PP,000000000,TC5HMDMR,CORP EP,825498,0.0
195,N/A,CAPSULE CORP PP,TC2P3HTV7,None,CORP EC,797043,0.0
196,CAPSULE CORP SERIES 1-D CVT PFD STOCK,CAPSULE CORP SERIES 1-D CVT PFD STOCK,000000000,None,CORP EP,797042,0.0
197,N/A,SOCURE SERIES A CVT PFD STOCK PP,TC3RC4MW6,None,CORP EP,693692,0.0
198,OFFERUP INC,OFFERUP INC PP,TC4AJ30X9,TC4AJ30X,CORP EC,607578,0.0
199,N/A,OFFERUP INC CVT SER C-1 PP,000000000,TC3REDWP,CORP EP,600787,0.0
200,N/A,SOCURE INC PP,TC7Z586M3,None,CORP EC,570777,0.0
201,N/A,SOCURE SERIES A-1 CVT PFD STOCK PP,TC8GIS7E3,None,CORP EP,569346,0.0
202,N/A,OFFER UP SERIES F CVT PFD STOCK,TC4L44PD6,None,CORP EP,530881,0.0
203,N/A,HOUZZ INC CVT 0 1/24 D PP,000000000,TC7LRM9W,CORP EP,421250,0.0
204,N/A,GENESIS THERA SER A-2 CVT PFD STOCK PP,000000000,None,CORP EP,390614,0.0
205,N/A,THEMIS SOL (CLIO) SR B CVT PFD STOCK PP,000000000,None,CORP EP,347679,0.0
206,N/A,ABL SPACE SYSTEMS SER A-8 CVT PFD STK PP,000000000,None,CORP EP,327349,0.0
207,N/A,THEMIS SOL (CLIO) SR AB CVT PFD STOCK PP,000000000,None,CORP EP,318445,0.0
208,REVOLUTION Medicines Inc,REVOLUTION MEDICINES INC,76155X118,None,CORP EC,48912,0.0
209,HOUZZ INC,HOUZZ INC COMMON STOCK PP,TC3PLSV64,TC3PLSV6,CORP EC,26328,0.0
210,N/A,Framebridge Expense Fund Payment PP,000000000,None,CORP EC,21395,0.0
211,N/A,Evernote Equity Holder Expense,000000000,None,CORP EC,12652,0.0
212,N/A,SOCURE SERIES B CVT PFD STOCK PP,TC60C9PB4,None,CORP EP,10300,0.0
213,FARMERS BUSINESS NETWORK INC,FARMERS BUSINESS NETWORK INC CVT SR D PP,000000000,None,CORP EP,4630,0.0
214,Farmers Business Network Inc,FARMERS BUSINESS NETWORK INC CVT SR F PP,000000000,None,CORP EP,2982,0.0
215,Gyroscope Therapeutics Ltd,GYROSCOPE THERAPEUTICS MILESTONE PAYMENT 1 PP,000000000,None,CORP EC,0,0.0
216,Gyroscope Therapeutics Ltd,GYROSCOPE THERAPEUTICS MILESTONE PAYMENT 2 PP,000000000,None,CORP EC,0,0.0
217,Gyroscope Therapeutics Ltd,GYROSCOPE THERAPEUTICS MILESTONE PAYMENT 3 PP,000000000,None,CORP EC,0,0.0
218,N/A,Evernote Adjustment Escrow,000000000,None,CORP EC,0,0.0
219,N/A,GCI LIBERTY INC ESCROW SHARE,361ESC049,None,CORP EC,0,0.0
220,N/A,Ginkgo Bioworks Holdings Earn Out Shares $15.00 PP,000000000,None,CORP EC,0,0.0
221,N/A,Ginkgo Bioworks Holdings Earn Out Shares $17.50 PP,000000000,None,CORP EC,0,0.0
222,N/A,Ginkgo Bioworks Holdings Earn Out Shares $20.00 PP,000000000,None,CORP EC,0,0.0
223,N/A,WHEELS UP EARNOUT SHS,000000000,None,CORP EC,0,0.0
224,N/A,WHEELS UP EARNOUT SHS,000000000,None,CORP EC,0,0.0
225,N/A,WHEELS UP EARNOUT SHS,000000000,None,CORP EC,0,0.0
