,Name,Title,Cusip,Ticker,Category,Value,Pct
70,Ferguson Enterprises Inc,FERGUSON ENTERPRISES INC,31488V107,None,CORP EC,177889810,0.6
71,Goldman Sachs Group Inc/The,GOLDMAN SACHS GROUP INC/THE,38141G104,None,CORP EC,171448154,0.6
72,Franco-Nevada Corp,FRANCO-NEVADA CORP,351858105,None,CORP EC,169322309,0.6
73,Phillips 66,PHILLIPS 66,718546104,None,CORP EC,166885462,0.6
74,Citigroup Inc,CITIGROUP INC,172967424,None,CORP EC,163124109,0.6
75,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund,76105Y109,None,RF STIV,162721598,0.6
76,Northrop Grumman Corp,NORTHROP GRUMMAN CORP,666807102,None,CORP EC,161300135,0.6
77,KeyCorp,KEYCORP,493267108,None,CORP EC,160288909,0.5
78,Annaly Capital Management Inc,ANNALY CAPITAL MANAGEMENT INC,035710839,None,CORP EC,157028036,0.5
79,Danaher Corp,DANAHER CORP,235851102,None,CORP EC,148445853,0.5
80,Chubb Ltd,CHUBB LTD,000000000,None,CORP EC,147994016,0.5
81,Cigna Group/The,CIGNA GROUP/THE,125523100,None,CORP EC,147740975,0.5
82,Micron Technology Inc,MICRON TECHNOLOGY INC,595112103,None,CORP EC,144806201,0.5
83,Mondelez International Inc,MONDELEZ INTERNATIONAL INC,609207105,None,CORP EC,144643363,0.5
84,Tractor Supply Co,TRACTOR SUPPLY CO,892356106,None,CORP EC,144183387,0.5
85,Equinix Inc,EQUINIX INC,29444U700,None,CORP EC,139159249,0.5
86,PPG Industries Inc,PPG INDUSTRIES INC,693506107,None,CORP EC,133146018,0.5
87,Martin Marietta Materials Inc,MARTIN MARIETTA MATERIALS INC,573284106,None,CORP EC,131743655,0.5
88,MetLife Inc,METLIFE INC,59156R108,None,CORP EC,120372607,0.4
89,Amphenol Corp,AMPHENOL CORP,032095101,None,CORP EC,117816716,0.4
90,Mosaic Co/The,MOSAIC CO/THE,61945C103,None,CORP EC,117616283,0.4
91,CSX Corp,CSX CORP,126408103,None,CORP EC,105152989,0.4
92,Expand Energy Corp,EXPAND ENERGY CORP,165167735,None,CORP EC,104184451,0.4
93,Progressive Corp/The,PROGRESSIVE CORP/THE,743315103,None,CORP EC,101179396,0.3
94,Dollar Tree Inc,DOLLAR TREE INC,256746108,None,CORP EC,97751286,0.3
95,NextEra Energy Inc,NEXTERA ENERGY INC,65339F101,None,CORP EC,97345055,0.3
96,GE HealthCare Technologies Inc,GE HEALTHCARE TECHNOLOGIES INC,36266G107,None,CORP EC,96443395,0.3
97,T. Rowe Price Government Reserve Fund,T. Rowe Price Government Reserve Fund - Collateral,76105YYY8,None,RF STIV,96068014,0.3
98,Freeport-McMoRan Inc,FREEPORT-MCMORAN INC,35671D857,None,CORP EC,95493559,0.3
99,Owens Corning,OWENS CORNING,690742101,None,CORP EC,93288181,0.3
100,Molina Healthcare Inc,MOLINA HEALTHCARE INC,60855R100,None,CORP EC,91472067,0.3
101,KLA Corp,KLA CORP,482480100,None,CORP EC,86137404,0.3
102,Huntington Bancshares Inc/OH,HUNTINGTON BANCSHARES INC/OH,446150104,None,CORP EC,86095552,0.3
103,TechnipFMC PLC,TECHNIPFMC PLC,000000000,None,CORP EC,75378513,0.3
104,HCA Healthcare Inc,HCA HEALTHCARE INC,40412C101,None,CORP EC,71712738,0.2
105,Wheaton Precious Metals Corp,WHEATON PRECIOUS METALS CORP,962879102,None,CORP EC,69320412,0.2
106,Equity LifeStyle Properties Inc,EQUITY LIFESTYLE PROPERTIES INC,29472R108,None,CORP EC,68738659,0.2
107,Southern Copper Corp,SOUTHERN COPPER CORP,84265V105,None,CORP EC,67214390,0.2
108,Williams Cos Inc/The,WILLIAMS COS INC/THE,969457100,None,CORP EC,58917251,0.2
