,Name,Title,Cusip,Ticker,Category,Value,Pct
93,Reliance Industries Ltd,RELIANCE INDUSTRIES LTD,000000000,None,CORP EC,60458253,0.4
94,ING Groep NV,ING GROEP NV,000000000,None,CORP EC,58211732,0.4
95,Coupang Inc,COUPANG INC,22266T109,None,CORP EC,56400161,0.4
96,WEG SA,WEG SA,000000000,None,CORP EC,55606218,0.4
97,RELX PLC,RELX PLC,000000000,None,CORP EC,52739209,0.4
98,Douglas AG,DOUGLAS AG,TC64MCQN1,None,CORP EC,47950327,0.4
99,Segro PLC,SEGRO PLC,000000000,None,CORP EC,46053861,0.3
100,Mastercard Inc,MASTERCARD INC,57636Q104,None,CORP EC,46044592,0.3
101,Shenzhou International Group Holdings Ltd,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,000000000,None,CORP EC,45251318,0.3
102,Schott Pharma AG & Co KGaA,SCHOTT PHARMA AG & CO KGAA,000000000,None,CORP EC,43741232,0.3
103,Raia Drogasil SA,RAIA DROGASIL SA,000000000,None,CORP EC,43563754,0.3
104,Accton Technology Corp,ACCTON TECHNOLOGY CORP,000000000,None,CORP EC,41724485,0.3
105,Nextage Co Ltd,NEXTAGE CO LTD,000000000,None,CORP EC,40548602,0.3
106,Asia Commercial Bank JSC,ASIA COMMERCIAL BANK JSC,000000000,None,CORP EC,39932173,0.3
107,Varun Beverages Ltd,VARUN BEVERAGES LTD,000000000,None,CORP EC,37419685,0.3
108,SDPG,SHANDONG PHARMACEUTICAL GLASS CO LTD,000000000,600529,CORP EC,36668198,0.3
109,Evotec SE,EVOTEC SE,000000000,None,CORP EC,35772920,0.3
110,LG Chem Ltd,LG CHEM LTD,000000000,None,CORP EC,31604302,0.2
111,InterGlobe Aviation Ltd,INTERGLOBE AVIATION LTD,000000000,None,CORP EC,30930858,0.2
112,HONGFA TECHNOLOGY CO LTD,HONGFA TECHNOLOGY CO LTD,000000000,600885,CORP EC,29497003,0.2
113,FPT Corp,FPT CORP,000000000,None,CORP EC,23146671,0.2
114,N/A,CANVA COMMON STOCK PP,TC1HS9QX6,None,CORP EC,18529903,0.1
115,Nippon Sanso Holdings Corp,NIPPON SANSO HOLDINGS CORP,000000000,None,CORP EC,16867715,0.1
116,NTPC Green Energy Ltd,NTPC GREEN ENERGY LTD,000000000,None,CORP EC,7190594,0.1
117,NTPC Green Energy Ltd,NTPC GREEN ENERGY LTD LOCKUP 90 DAY,TC4H0EZR5,None,CORP EC,6831065,0.1
118,N/A,YULIFE HOLDINGS LTD SR C CVT PFD STK PP,TC1ZDZE25,None,CORP EP,4316753,0.0
119,N/A,CANVA SERIES A CVT PFD STOCK PP,TC0R8VGD3,None,CORP EP,1093186,0.0
120,Persol Holdings Co Ltd,PERSOL HOLDINGS CO LTD,000000000,None,CORP EC,513126,0.0
121,N/A,CANVA SERIES A-3 CVT PFD STOCK PP,000000000,None,CORP EP,44998,0.0
122,N/A,CANVA SERIES A-4 CVT PFD STOCK PP,000000000,None,CORP EP,3970,0.0
123,N/A,CANVA SERIES A-5 CVT PFD STOCK PP,000000000,None,CORP EP,2647,0.0
124,58.com Inc,58.COM DISSENTERS RIGHTS,TC5T8M1R9,None,CORP EC,0,0.0
125,Constellation Software Inc/Canada,CONSTELLATION SOFTWARE INC/CANADA,21037X134,None,CORP EC,0,0.0
126,SEA LTD,SE US 02/21/25 C130,000000000,SE 2 C130,CORP DE,-99495,-0.0
127,SARTORIUS STEDIM BIOTECH,DIM GR 03/21/25 C230,000000000,DIM 3 C230,CORP DE,-626600,-0.0
