,Name,Title,Cusip,Ticker,Category,Value,Pct
103,Galaxy Entertainment Group Ltd,GALAXY ENTERTAINMENT GROUP LTD,000000000,None,CORP EC,50195363,0.4
104,ASR Nederland NV,ASR NEDERLAND NV,000000000,None,CORP EC,49429692,0.4
105,Nippon Sanso Holdings Corp,NIPPON SANSO HOLDINGS CORP,000000000,None,CORP EC,49374033,0.4
106,Taiheiyo Cement Corp,TAIHEIYO CEMENT CORP,000000000,None,CORP EC,48607461,0.4
107,Segro PLC,SEGRO PLC,000000000,None,CORP EC,48211134,0.4
108,Taylor Wimpey PLC,TAYLOR WIMPEY PLC,000000000,None,CORP EC,47206749,0.4
109,BASF SE,BASF SE,000000000,None,CORP EC,46229703,0.4
110,CK Hutchison Holdings Ltd,CK HUTCHISON HOLDINGS LTD,000000000,None,CORP EC,45439589,0.4
111,Boliden AB,BOLIDEN AB,000000000,None,CORP EC,45407019,0.4
112,Isetan Mitsukoshi Holdings Ltd,ISETAN MITSUKOSHI HOLDINGS LTD,000000000,None,CORP EC,42978689,0.4
113,KB Financial Group Inc,KB FINANCIAL GROUP INC,000000000,None,CORP EC,42803678,0.4
114,BRP Inc,BRP INC,000000000,None,CORP EC,41920118,0.3
115,Amcor PLC,Amcor PLC,000000000,None,CORP EC,41848136,0.3
116,Sega Sammy Holdings Inc,SEGA SAMMY HOLDINGS INC,000000000,None,CORP EC,40749991,0.3
117,Hongkong Land Holdings Ltd,HONGKONG LAND HOLDINGS LTD,000000000,None,CORP EC,40587911,0.3
118,Baidu Inc,BAIDU INC,056752108,None,CORP EC,38540606,0.3
119,Niterra Co Ltd,NITERRA CO LTD,000000000,None,CORP EC,37824077,0.3
120,Signify NV,SIGNIFY NV,000000000,None,CORP EC,37767954,0.3
121,Yamaha Corp,YAMAHA CORP,000000000,None,CORP EC,35559009,0.3
122,Legal & General Group PLC,LEGAL & GENERAL GROUP PLC,000000000,None,CORP EC,32751109,0.3
123,Investec PLC,INVESTEC PLC,000000000,None,CORP EC,32678893,0.3
124,Open House Group Co Ltd,OPEN HOUSE GROUP CO LTD,000000000,None,CORP EC,32173715,0.3
125,Springer Nature AG & Co KGaA,SPRINGER NATURE AG & CO KGAA,000000000,None,CORP EC,31940339,0.3
126,KION Group AG,KION GROUP AG,000000000,None,CORP EC,31919731,0.3
127,Jeronimo Martins SGPS SA,JERONIMO MARTINS SGPS SA,000000000,None,CORP EC,31719850,0.3
128,Worley Ltd,WORLEY LTD,000000000,None,CORP EC,29526806,0.2
129,Multiplan Empreendimentos Imobiliarios SA,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS SA,000000000,None,CORP EC,28827659,0.2
130,Stanley Electric Co Ltd,STANLEY ELECTRIC CO LTD,000000000,None,CORP EC,27950580,0.2
131,Unicharm Corp,UNICHARM CORP,000000000,None,CORP EC,27594422,0.2
132,MINEBEA MITSUMI Inc,MINEBEA MITSUMI INC,000000000,None,CORP EC,27319694,0.2
133,LG Chem Ltd,LG CHEM LTD,000000000,None,CORP EC,24921606,0.2
134,Puma SE,PUMA SE,000000000,None,CORP EC,24744651,0.2
135,Magna International Inc,MAGNA INTERNATIONAL INC,559222401,None,CORP EC,23714726,0.2
136,SUMCO Corp,SUMCO CORP,000000000,None,CORP EC,23657387,0.2
137,Forvia SE,FORVIA SE,F3445A108,None,CORP EC,22553855,0.2
138,Kubota Corp,KUBOTA CORP,000000000,None,CORP EC,21130496,0.2
139,Wharf Real Estate Investment Co Ltd,WHARF REAL ESTATE INVESTMENT CO LTD,000000000,None,CORP EC,17842041,0.1
140,Fosun International Ltd,FOSUN INTERNATIONAL LTD,000000000,None,CORP EC,16482417,0.1
141,Nippon Telegraph & Telephone Corp,NIPPON TELEGRAPH & TELEPHONE CORP,000000000,None,CORP EC,14834097,0.1
142,Ubisoft Entertainment SA,UBISOFT ENTERTAINMENT SA,000000000,None,CORP EC,13554564,0.1
143,BNP PARIBAS SECURITIES CORP,JPY/USD FWD 20250214 BNPAFRPP,000000000,None,CORP DFE,3515597,0.0
